,x,y,z,ncbi_id,sample_name,full_name,vir_x,vir_y,vir_z,vir_ncbi_id,vir_sample_name,vir_full_name
85003,0.249010,-0.096158,0.024083,NC_011993,NC_011993 sample_3,Escherichia coli,0.135490,-0.023562,-0.164860,NC_024379,NC_024379 sample_73,"Escherichia phage PE3-1, complete genome."
85004,0.175880,-0.153420,-0.194450,NC_011993,NC_011993 sample_4,Escherichia coli,0.156280,-0.080387,-0.156950,NC_024379,NC_024379 sample_74,"Escherichia phage PE3-1, complete genome."
85005,0.317670,0.005021,-0.084304,NC_011993,NC_011993 sample_5,Escherichia coli,0.123760,-0.091107,-0.161030,NC_024379,NC_024379 sample_75,"Escherichia phage PE3-1, complete genome."
85006,0.262090,-0.110540,-0.039968,NC_011993,NC_011993 sample_6,Escherichia coli,0.004897,-0.105490,-0.079389,NC_024379,NC_024379 sample_76,"Escherichia phage PE3-1, complete genome."
85007,0.066369,-0.124860,-0.138120,NC_011993,NC_011993 sample_7,Escherichia coli,0.044713,-0.259290,-0.104340,NC_024379,NC_024379 sample_77,"Escherichia phage PE3-1, complete genome."
85008,0.237550,-0.109380,-0.167890,NC_011993,NC_011993 sample_8,Escherichia coli,0.093727,-0.020598,-0.110180,NC_024379,NC_024379 sample_78,"Escherichia phage PE3-1, complete genome."
85009,0.189870,-0.095088,-0.095614,NC_011993,NC_011993 sample_9,Escherichia coli,0.113690,-0.092355,0.042781,NC_024379,NC_024379 sample_79,"Escherichia phage PE3-1, complete genome."
91100,0.153770,-0.128930,-0.173060,NC_012759,NC_012759 sample_0,Escherichia coli,-0.043801,-0.067353,-0.221360,NC_024379,NC_024379 sample_80,"Escherichia phage PE3-1, complete genome."
91101,0.086135,-0.138540,-0.156440,NC_012759,NC_012759 sample_1,Escherichia coli,0.077112,-0.153410,0.016023,NC_024379,NC_024379 sample_81,"Escherichia phage PE3-1, complete genome."
91102,0.067573,-0.133020,-0.218780,NC_012759,NC_012759 sample_2,Escherichia coli,0.125360,-0.119910,-0.038605,NC_024379,NC_024379 sample_82,"Escherichia phage PE3-1, complete genome."
91103,0.177960,-0.091119,-0.038592,NC_012759,NC_012759 sample_3,Escherichia coli,0.063280,-0.130040,-0.097391,NC_024379,NC_024379 sample_83,"Escherichia phage PE3-1, complete genome."
91104,0.206810,-0.158620,-0.090892,NC_012759,NC_012759 sample_4,Escherichia coli,0.102300,-0.012161,0.024832,NC_024379,NC_024379 sample_84,"Escherichia phage PE3-1, complete genome."
91105,0.265910,-0.010426,0.033674,NC_012759,NC_012759 sample_5,Escherichia coli,0.111600,-0.003655,0.161980,NC_024379,NC_024379 sample_85,"Escherichia phage PE3-1, complete genome."
91106,0.157710,-0.197750,-0.217350,NC_012759,NC_012759 sample_6,Escherichia coli,-0.027523,-0.141260,-0.067380,NC_024379,NC_024379 sample_86,"Escherichia phage PE3-1, complete genome."
91107,0.287030,-0.122300,-0.136380,NC_012759,NC_012759 sample_7,Escherichia coli,0.199690,-0.030185,-0.075762,NC_024379,NC_024379 sample_87,"Escherichia phage PE3-1, complete genome."
91108,0.209230,-0.139190,-0.145770,NC_012759,NC_012759 sample_8,Escherichia coli,0.225290,-0.083872,-0.112290,NC_024379,NC_024379 sample_88,"Escherichia phage PE3-1, complete genome."
91109,0.103920,0.022369,-0.056040,NC_012759,NC_012759 sample_9,Escherichia coli,0.149340,-0.086673,0.007279,NC_024379,NC_024379 sample_89,"Escherichia phage PE3-1, complete genome."
93200,0.149100,-0.201140,-0.146150,NC_012892,NC_012892 sample_0,Escherichia coli,0.002224,-0.143140,-0.133940,NC_024379,NC_024379 sample_90,"Escherichia phage PE3-1, complete genome."
93201,0.104950,-0.055634,-0.063699,NC_012892,NC_012892 sample_1,Escherichia coli,0.013550,-0.060473,-0.052711,NC_024379,NC_024379 sample_91,"Escherichia phage PE3-1, complete genome."
93202,0.043762,-0.161700,-0.210230,NC_012892,NC_012892 sample_2,Escherichia coli,0.154180,-0.034696,-0.039187,NC_024379,NC_024379 sample_92,"Escherichia phage PE3-1, complete genome."
93203,-0.049385,-0.128290,-0.263500,NC_012892,NC_012892 sample_3,Escherichia coli,-0.028137,-0.100060,-0.081450,NC_024379,NC_024379 sample_93,"Escherichia phage PE3-1, complete genome."
93204,0.344590,-0.136410,-0.190880,NC_012892,NC_012892 sample_4,Escherichia coli,0.147630,-0.083548,-0.040076,NC_024379,NC_024379 sample_94,"Escherichia phage PE3-1, complete genome."
93205,0.157560,-0.172260,-0.307510,NC_012892,NC_012892 sample_5,Escherichia coli,0.127000,-0.053872,-0.090638,NC_024379,NC_024379 sample_95,"Escherichia phage PE3-1, complete genome."
93206,0.042374,-0.171780,-0.139830,NC_012892,NC_012892 sample_6,Escherichia coli,0.046023,-0.162550,-0.127630,NC_024379,NC_024379 sample_96,"Escherichia phage PE3-1, complete genome."
93207,0.013246,-0.039639,-0.144340,NC_012892,NC_012892 sample_7,Escherichia coli,0.195300,-0.063250,-0.062503,NC_024379,NC_024379 sample_97,"Escherichia phage PE3-1, complete genome."
93208,0.035399,-0.143120,-0.230720,NC_012892,NC_012892 sample_8,Escherichia coli,0.032705,-0.124120,-0.018499,NC_024379,NC_024379 sample_98,"Escherichia phage PE3-1, complete genome."
93209,0.191970,-0.183100,-0.019474,NC_012892,NC_012892 sample_9,Escherichia coli,0.126750,-0.098219,-0.027340,NC_024379,NC_024379 sample_99,"Escherichia phage PE3-1, complete genome."
94200,0.329770,-0.164380,-0.040759,NC_012947,NC_012947 sample_0,Escherichia coli,0.109300,-0.063529,-0.082088,NC_024379,NC_024379 sample_0,"Escherichia phage PE3-1, complete genome."
94201,0.284370,-0.105710,-0.048873,NC_012947,NC_012947 sample_1,Escherichia coli,0.187450,-0.042820,-0.112300,NC_024379,NC_024379 sample_1,"Escherichia phage PE3-1, complete genome."
94202,0.213160,-0.046189,-0.089320,NC_012947,NC_012947 sample_2,Escherichia coli,0.169610,-0.001253,-0.191560,NC_024379,NC_024379 sample_2,"Escherichia phage PE3-1, complete genome."
94203,0.056446,0.033397,-0.052166,NC_012947,NC_012947 sample_3,Escherichia coli,0.037746,-0.080842,-0.081098,NC_024379,NC_024379 sample_3,"Escherichia phage PE3-1, complete genome."
94204,0.119540,-0.251290,-0.204830,NC_012947,NC_012947 sample_4,Escherichia coli,0.051405,-0.107190,-0.042500,NC_024379,NC_024379 sample_4,"Escherichia phage PE3-1, complete genome."
94205,0.220380,-0.204240,-0.131940,NC_012947,NC_012947 sample_5,Escherichia coli,0.120010,-0.114360,-0.028844,NC_024379,NC_024379 sample_5,"Escherichia phage PE3-1, complete genome."
94206,0.207110,-0.194790,-0.122820,NC_012947,NC_012947 sample_6,Escherichia coli,-0.005814,-0.103330,-0.047162,NC_024379,NC_024379 sample_6,"Escherichia phage PE3-1, complete genome."
94207,0.196730,-0.151910,-0.313700,NC_012947,NC_012947 sample_7,Escherichia coli,0.077483,-0.142200,-0.141290,NC_024379,NC_024379 sample_7,"Escherichia phage PE3-1, complete genome."
94208,0.160760,-0.279090,-0.046650,NC_012947,NC_012947 sample_8,Escherichia coli,0.004679,-0.089172,-0.070087,NC_024379,NC_024379 sample_8,"Escherichia phage PE3-1, complete genome."
94209,0.196350,-0.092812,-0.113050,NC_012947,NC_012947 sample_9,Escherichia coli,0.075941,-0.190460,-0.149640,NC_024379,NC_024379 sample_9,"Escherichia phage PE3-1, complete genome."
94500,0.049902,-0.152090,-0.093444,NC_012967,NC_012967 sample_0,Escherichia coli,0.112070,-0.106680,-0.214120,NC_024379,NC_024379 sample_10,"Escherichia phage PE3-1, complete genome."
94501,0.274170,-0.198460,-0.051576,NC_012967,NC_012967 sample_1,Escherichia coli,0.180130,-0.114500,-0.025250,NC_024379,NC_024379 sample_11,"Escherichia phage PE3-1, complete genome."
94502,0.210630,-0.120100,-0.116840,NC_012967,NC_012967 sample_2,Escherichia coli,0.106830,-0.055886,-0.087542,NC_024379,NC_024379 sample_12,"Escherichia phage PE3-1, complete genome."
94503,0.326880,-0.166120,-0.068449,NC_012967,NC_012967 sample_3,Escherichia coli,0.150760,-0.221090,-0.164310,NC_024379,NC_024379 sample_13,"Escherichia phage PE3-1, complete genome."
94504,0.091257,-0.064908,-0.169590,NC_012967,NC_012967 sample_4,Escherichia coli,0.045148,-0.111510,0.011593,NC_024379,NC_024379 sample_14,"Escherichia phage PE3-1, complete genome."
94505,0.218780,-0.120250,-0.029747,NC_012967,NC_012967 sample_5,Escherichia coli,-0.083615,-0.139830,-0.247070,NC_024379,NC_024379 sample_15,"Escherichia phage PE3-1, complete genome."
94506,0.157940,-0.033173,-0.229910,NC_012967,NC_012967 sample_6,Escherichia coli,0.073403,0.052756,-0.094412,NC_024379,NC_024379 sample_16,"Escherichia phage PE3-1, complete genome."
94507,-0.019750,-0.168870,-0.129190,NC_012967,NC_012967 sample_7,Escherichia coli,0.025271,-0.094013,-0.164740,NC_024379,NC_024379 sample_17,"Escherichia phage PE3-1, complete genome."
94508,0.245330,-0.081367,-0.070365,NC_012967,NC_012967 sample_8,Escherichia coli,0.119830,-0.089752,-0.148740,NC_024379,NC_024379 sample_18,"Escherichia phage PE3-1, complete genome."
94509,0.212000,-0.213600,-0.235440,NC_012967,NC_012967 sample_9,Escherichia coli,0.037717,-0.085195,-0.150390,NC_024379,NC_024379 sample_19,"Escherichia phage PE3-1, complete genome."
94800,0.305360,-0.121920,-0.029366,NC_012971,NC_012971 sample_0,Escherichia coli,0.069714,-0.022914,-0.062611,NC_024379,NC_024379 sample_20,"Escherichia phage PE3-1, complete genome."
94801,-0.044322,-0.201050,-0.241910,NC_012971,NC_012971 sample_1,Escherichia coli,-0.065287,-0.090886,-0.076317,NC_024379,NC_024379 sample_21,"Escherichia phage PE3-1, complete genome."
94802,0.221580,-0.041067,-0.128920,NC_012971,NC_012971 sample_2,Escherichia coli,0.154260,-0.089229,-0.169260,NC_024379,NC_024379 sample_22,"Escherichia phage PE3-1, complete genome."
94803,0.273990,-0.146790,-0.259120,NC_012971,NC_012971 sample_3,Escherichia coli,0.017009,0.003801,-0.102280,NC_024379,NC_024379 sample_23,"Escherichia phage PE3-1, complete genome."
94804,0.110980,-0.054559,-0.333700,NC_012971,NC_012971 sample_4,Escherichia coli,0.152680,-0.132350,-0.146900,NC_024379,NC_024379 sample_24,"Escherichia phage PE3-1, complete genome."
94805,0.299300,-0.179780,-0.070294,NC_012971,NC_012971 sample_5,Escherichia coli,0.053373,-0.121370,-0.075896,NC_024379,NC_024379 sample_25,"Escherichia phage PE3-1, complete genome."
94806,0.208720,-0.185160,-0.278170,NC_012971,NC_012971 sample_6,Escherichia coli,0.210280,-0.075369,-0.132800,NC_024379,NC_024379 sample_26,"Escherichia phage PE3-1, complete genome."
94807,0.001956,-0.173970,-0.262470,NC_012971,NC_012971 sample_7,Escherichia coli,0.223740,-0.091819,-0.009477,NC_024379,NC_024379 sample_27,"Escherichia phage PE3-1, complete genome."
94808,0.224760,-0.170330,-0.186270,NC_012971,NC_012971 sample_8,Escherichia coli,-0.026479,-0.067272,-0.123160,NC_024379,NC_024379 sample_28,"Escherichia phage PE3-1, complete genome."
94809,-0.042960,-0.010919,-0.126870,NC_012971,NC_012971 sample_9,Escherichia coli,0.060215,-0.201490,-0.107970,NC_024379,NC_024379 sample_29,"Escherichia phage PE3-1, complete genome."
95500,0.278320,-0.044640,-0.070232,NC_013008,NC_013008 sample_0,Escherichia coli,0.148460,-0.049607,0.009223,NC_024379,NC_024379 sample_30,"Escherichia phage PE3-1, complete genome."
95501,-0.031528,-0.131210,-0.235930,NC_013008,NC_013008 sample_1,Escherichia coli,0.097908,-0.160460,-0.180630,NC_024379,NC_024379 sample_31,"Escherichia phage PE3-1, complete genome."
95502,0.366400,-0.187090,-0.096121,NC_013008,NC_013008 sample_2,Escherichia coli,0.054562,-0.057745,-0.086646,NC_024379,NC_024379 sample_32,"Escherichia phage PE3-1, complete genome."
95503,0.078827,-0.001168,-0.140700,NC_013008,NC_013008 sample_3,Escherichia coli,0.138640,-0.016266,-0.013496,NC_024379,NC_024379 sample_33,"Escherichia phage PE3-1, complete genome."
95504,0.076728,-0.102620,-0.180710,NC_013008,NC_013008 sample_4,Escherichia coli,0.175350,-0.079818,-0.016634,NC_024379,NC_024379 sample_34,"Escherichia phage PE3-1, complete genome."
95505,0.196770,-0.149420,-0.010943,NC_013008,NC_013008 sample_5,Escherichia coli,0.135810,-0.218980,-0.004904,NC_024379,NC_024379 sample_35,"Escherichia phage PE3-1, complete genome."
95506,-0.071354,-0.103240,-0.212980,NC_013008,NC_013008 sample_6,Escherichia coli,-0.035938,-0.023468,-0.130260,NC_024379,NC_024379 sample_36,"Escherichia phage PE3-1, complete genome."
95507,0.247970,-0.194340,-0.196760,NC_013008,NC_013008 sample_7,Escherichia coli,0.147180,-0.064466,-0.063816,NC_024379,NC_024379 sample_37,"Escherichia phage PE3-1, complete genome."
95508,0.427370,0.013332,0.004349,NC_013008,NC_013008 sample_8,Escherichia coli,0.022831,-0.146580,-0.142940,NC_024379,NC_024379 sample_38,"Escherichia phage PE3-1, complete genome."
95509,-0.045235,-0.079444,-0.168900,NC_013008,NC_013008 sample_9,Escherichia coli,0.099983,-0.048325,-0.043404,NC_024379,NC_024379 sample_39,"Escherichia phage PE3-1, complete genome."
99500,0.308560,-0.085498,-0.210440,NC_013353,NC_013353 sample_0,Escherichia coli,0.022249,-0.179860,-0.188510,NC_024379,NC_024379 sample_40,"Escherichia phage PE3-1, complete genome."
99501,0.198120,-0.124300,-0.029328,NC_013353,NC_013353 sample_1,Escherichia coli,0.251980,-0.139370,-0.029588,NC_024379,NC_024379 sample_41,"Escherichia phage PE3-1, complete genome."
99502,0.413150,-0.154420,-0.152480,NC_013353,NC_013353 sample_2,Escherichia coli,0.004109,-0.132290,-0.008755,NC_024379,NC_024379 sample_42,"Escherichia phage PE3-1, complete genome."
99503,0.118900,-0.161700,-0.030555,NC_013353,NC_013353 sample_3,Escherichia coli,0.120150,-0.060884,-0.088845,NC_024379,NC_024379 sample_43,"Escherichia phage PE3-1, complete genome."
99504,0.304310,-0.159550,-0.263870,NC_013353,NC_013353 sample_4,Escherichia coli,0.108560,-0.161290,0.049026,NC_024379,NC_024379 sample_44,"Escherichia phage PE3-1, complete genome."
99505,0.141740,-0.109650,-0.150870,NC_013353,NC_013353 sample_5,Escherichia coli,0.187550,-0.127520,0.014076,NC_024379,NC_024379 sample_45,"Escherichia phage PE3-1, complete genome."
99506,0.060309,-0.098039,-0.233300,NC_013353,NC_013353 sample_6,Escherichia coli,0.153100,-0.098418,-0.120300,NC_024379,NC_024379 sample_46,"Escherichia phage PE3-1, complete genome."
99507,0.152160,-0.179270,-0.152950,NC_013353,NC_013353 sample_7,Escherichia coli,0.206230,-0.131990,-0.152600,NC_024379,NC_024379 sample_47,"Escherichia phage PE3-1, complete genome."
99508,0.218700,-0.012125,-0.038027,NC_013353,NC_013353 sample_8,Escherichia coli,0.087157,-0.049569,-0.057845,NC_024379,NC_024379 sample_48,"Escherichia phage PE3-1, complete genome."
99509,0.068346,-0.081053,-0.035369,NC_013353,NC_013353 sample_9,Escherichia coli,0.027112,-0.026688,-0.155650,NC_024379,NC_024379 sample_49,"Escherichia phage PE3-1, complete genome."
99700,0.181820,-0.148250,-0.214880,NC_013361,NC_013361 sample_0,Escherichia coli,0.094249,-0.047976,-0.074345,NC_024379,NC_024379 sample_50,"Escherichia phage PE3-1, complete genome."
99701,0.001947,-0.100390,-0.218520,NC_013361,NC_013361 sample_1,Escherichia coli,0.033810,-0.103460,-0.048272,NC_024379,NC_024379 sample_51,"Escherichia phage PE3-1, complete genome."
99702,0.197930,-0.070623,-0.170030,NC_013361,NC_013361 sample_2,Escherichia coli,0.162230,0.011968,-0.020122,NC_024379,NC_024379 sample_52,"Escherichia phage PE3-1, complete genome."
99703,0.116390,-0.169530,-0.143630,NC_013361,NC_013361 sample_3,Escherichia coli,-0.005394,-0.115170,-0.150690,NC_024379,NC_024379 sample_53,"Escherichia phage PE3-1, complete genome."
99704,0.176320,-0.058634,-0.194970,NC_013361,NC_013361 sample_4,Escherichia coli,0.002504,-0.080284,-0.171070,NC_024379,NC_024379 sample_54,"Escherichia phage PE3-1, complete genome."
99705,0.046836,-0.150310,-0.142820,NC_013361,NC_013361 sample_5,Escherichia coli,0.066551,-0.146200,-0.117460,NC_024379,NC_024379 sample_55,"Escherichia phage PE3-1, complete genome."
99706,0.254390,-0.049528,-0.084026,NC_013361,NC_013361 sample_6,Escherichia coli,0.073460,-0.031391,-0.150460,NC_024379,NC_024379 sample_56,"Escherichia phage PE3-1, complete genome."
99707,-0.159550,-0.168480,-0.213620,NC_013361,NC_013361 sample_7,Escherichia coli,0.021064,-0.100010,-0.167880,NC_024379,NC_024379 sample_57,"Escherichia phage PE3-1, complete genome."
99708,0.089074,-0.099800,-0.094972,NC_013361,NC_013361 sample_8,Escherichia coli,0.084498,-0.073184,-0.003585,NC_024379,NC_024379 sample_58,"Escherichia phage PE3-1, complete genome."
99709,0.213670,-0.211810,0.416390,NC_013361,NC_013361 sample_9,Escherichia coli,0.100450,-0.080855,-0.164070,NC_024379,NC_024379 sample_59,"Escherichia phage PE3-1, complete genome."
99800,0.126450,-0.071111,-0.233070,NC_013364,NC_013364 sample_0,Escherichia coli,0.009408,-0.075363,-0.232590,NC_024379,NC_024379 sample_60,"Escherichia phage PE3-1, complete genome."
99801,0.142150,-0.190690,-0.210290,NC_013364,NC_013364 sample_1,Escherichia coli,0.150910,-0.163120,-0.118760,NC_024379,NC_024379 sample_61,"Escherichia phage PE3-1, complete genome."
99802,0.202930,-0.102070,-0.163870,NC_013364,NC_013364 sample_2,Escherichia coli,0.117320,0.014840,-0.119710,NC_024379,NC_024379 sample_62,"Escherichia phage PE3-1, complete genome."
99803,0.326890,-0.007834,0.055842,NC_013364,NC_013364 sample_3,Escherichia coli,0.067552,-0.072341,-0.040068,NC_024379,NC_024379 sample_63,"Escherichia phage PE3-1, complete genome."
99804,0.067383,-0.059885,-0.175360,NC_013364,NC_013364 sample_4,Escherichia coli,-0.004101,-0.134160,-0.126820,NC_024379,NC_024379 sample_64,"Escherichia phage PE3-1, complete genome."
99805,0.194650,-0.059975,-0.143710,NC_013364,NC_013364 sample_5,Escherichia coli,0.079495,-0.079873,-0.157510,NC_024379,NC_024379 sample_65,"Escherichia phage PE3-1, complete genome."
99806,-0.152820,-0.122700,-0.168940,NC_013364,NC_013364 sample_6,Escherichia coli,-0.070017,-0.078900,-0.127400,NC_024379,NC_024379 sample_66,"Escherichia phage PE3-1, complete genome."
99807,0.180570,-0.181870,-0.043678,NC_013364,NC_013364 sample_7,Escherichia coli,0.033034,-0.043332,-0.184590,NC_024379,NC_024379 sample_67,"Escherichia phage PE3-1, complete genome."
99808,0.173890,-0.108470,-0.059883,NC_013364,NC_013364 sample_8,Escherichia coli,0.061244,-0.014824,-0.170360,NC_024379,NC_024379 sample_68,"Escherichia phage PE3-1, complete genome."
99809,0.359420,-0.085620,-0.106950,NC_013364,NC_013364 sample_9,Escherichia coli,-0.093720,-0.135430,-0.154920,NC_024379,NC_024379 sample_69,"Escherichia phage PE3-1, complete genome."
103500,0.165150,-0.121810,-0.149510,NC_013654,NC_013654 sample_0,Escherichia coli,0.072094,-0.062944,-0.106800,NC_024379,NC_024379 sample_70,"Escherichia phage PE3-1, complete genome."
103501,0.181780,-0.017016,-0.211480,NC_013654,NC_013654 sample_1,Escherichia coli,0.204950,-0.055785,-0.150150,NC_024379,NC_024379 sample_71,"Escherichia phage PE3-1, complete genome."
103502,0.178240,-0.108300,-0.150490,NC_013654,NC_013654 sample_2,Escherichia coli,0.015337,-0.131050,-0.003136,NC_024379,NC_024379 sample_72,"Escherichia phage PE3-1, complete genome."
103503,0.163880,-0.147110,-0.137740,NC_013654,NC_013654 sample_3,Escherichia coli,0.135490,-0.023562,-0.164860,NC_024379,NC_024379 sample_73,"Escherichia phage PE3-1, complete genome."
103504,0.092193,-0.181240,-0.054142,NC_013654,NC_013654 sample_4,Escherichia coli,0.156280,-0.080387,-0.156950,NC_024379,NC_024379 sample_74,"Escherichia phage PE3-1, complete genome."
103505,0.108380,-0.093167,-0.201120,NC_013654,NC_013654 sample_5,Escherichia coli,0.123760,-0.091107,-0.161030,NC_024379,NC_024379 sample_75,"Escherichia phage PE3-1, complete genome."
103506,0.166400,-0.146400,-0.106230,NC_013654,NC_013654 sample_6,Escherichia coli,0.004897,-0.105490,-0.079389,NC_024379,NC_024379 sample_76,"Escherichia phage PE3-1, complete genome."
103507,0.226620,-0.171100,-0.110120,NC_013654,NC_013654 sample_7,Escherichia coli,0.044713,-0.259290,-0.104340,NC_024379,NC_024379 sample_77,"Escherichia phage PE3-1, complete genome."
103508,0.114480,-0.014399,-0.147380,NC_013654,NC_013654 sample_8,Escherichia coli,0.093727,-0.020598,-0.110180,NC_024379,NC_024379 sample_78,"Escherichia phage PE3-1, complete genome."
103509,0.159720,-0.164490,-0.250900,NC_013654,NC_013654 sample_9,Escherichia coli,0.113690,-0.092355,0.042781,NC_024379,NC_024379 sample_79,"Escherichia phage PE3-1, complete genome."
107000,0.283090,-0.028975,-0.072781,NC_013941,NC_013941 sample_0,Escherichia coli,-0.043801,-0.067353,-0.221360,NC_024379,NC_024379 sample_80,"Escherichia phage PE3-1, complete genome."
107001,0.110940,-0.130190,-0.125420,NC_013941,NC_013941 sample_1,Escherichia coli,0.077112,-0.153410,0.016023,NC_024379,NC_024379 sample_81,"Escherichia phage PE3-1, complete genome."
107002,0.208890,-0.054726,-0.014742,NC_013941,NC_013941 sample_2,Escherichia coli,0.125360,-0.119910,-0.038605,NC_024379,NC_024379 sample_82,"Escherichia phage PE3-1, complete genome."
107003,0.111530,-0.146070,-0.066162,NC_013941,NC_013941 sample_3,Escherichia coli,0.063280,-0.130040,-0.097391,NC_024379,NC_024379 sample_83,"Escherichia phage PE3-1, complete genome."
107004,0.164150,-0.059404,-0.247130,NC_013941,NC_013941 sample_4,Escherichia coli,0.102300,-0.012161,0.024832,NC_024379,NC_024379 sample_84,"Escherichia phage PE3-1, complete genome."
107005,0.282090,-0.224160,-0.051046,NC_013941,NC_013941 sample_5,Escherichia coli,0.111600,-0.003655,0.161980,NC_024379,NC_024379 sample_85,"Escherichia phage PE3-1, complete genome."
107006,0.275880,-0.065488,-0.043815,NC_013941,NC_013941 sample_6,Escherichia coli,-0.027523,-0.141260,-0.067380,NC_024379,NC_024379 sample_86,"Escherichia phage PE3-1, complete genome."
107007,0.227930,-0.103240,-0.171650,NC_013941,NC_013941 sample_7,Escherichia coli,0.199690,-0.030185,-0.075762,NC_024379,NC_024379 sample_87,"Escherichia phage PE3-1, complete genome."
107008,0.274140,-0.025598,-0.121410,NC_013941,NC_013941 sample_8,Escherichia coli,0.225290,-0.083872,-0.112290,NC_024379,NC_024379 sample_88,"Escherichia phage PE3-1, complete genome."
107009,0.138810,-0.164010,-0.175010,NC_013941,NC_013941 sample_9,Escherichia coli,0.149340,-0.086673,0.007279,NC_024379,NC_024379 sample_89,"Escherichia phage PE3-1, complete genome."
117700,0.076241,-0.172710,-0.164840,NC_014479,NC_014479 sample_0,Bacillus subtilis,0.073479,-0.135770,-0.045871,NC_022771,NC_022771 sample_90,"Bacillus phage Grass, complete genome."
117701,-0.067269,-0.120130,-0.183780,NC_014479,NC_014479 sample_1,Bacillus subtilis,0.040066,-0.110090,-0.194770,NC_022771,NC_022771 sample_91,"Bacillus phage Grass, complete genome."
117702,0.123330,-0.149790,-0.201340,NC_014479,NC_014479 sample_2,Bacillus subtilis,0.004612,-0.032957,-0.162250,NC_022771,NC_022771 sample_92,"Bacillus phage Grass, complete genome."
117703,0.116540,-0.145760,-0.161140,NC_014479,NC_014479 sample_3,Bacillus subtilis,0.038336,-0.208180,-0.132210,NC_022771,NC_022771 sample_93,"Bacillus phage Grass, complete genome."
117704,0.209260,-0.201720,-0.225480,NC_014479,NC_014479 sample_4,Bacillus subtilis,-0.187970,-0.081762,-0.205940,NC_022771,NC_022771 sample_94,"Bacillus phage Grass, complete genome."
117705,0.118780,-0.094686,-0.140830,NC_014479,NC_014479 sample_5,Bacillus subtilis,0.016333,-0.106870,-0.152770,NC_022771,NC_022771 sample_95,"Bacillus phage Grass, complete genome."
117706,0.073169,-0.196500,-0.251040,NC_014479,NC_014479 sample_6,Bacillus subtilis,0.023342,-0.141260,-0.031941,NC_022771,NC_022771 sample_96,"Bacillus phage Grass, complete genome."
117707,-0.068929,-0.082826,-0.296300,NC_014479,NC_014479 sample_7,Bacillus subtilis,-0.056713,-0.134950,-0.204290,NC_022771,NC_022771 sample_97,"Bacillus phage Grass, complete genome."
117708,0.125100,-0.023493,-0.174730,NC_014479,NC_014479 sample_8,Bacillus subtilis,0.027977,-0.060121,-0.148140,NC_022771,NC_022771 sample_98,"Bacillus phage Grass, complete genome."
117709,0.003203,-0.168750,-0.258830,NC_014479,NC_014479 sample_9,Bacillus subtilis,0.006711,0.006419,-0.174390,NC_022771,NC_022771 sample_99,"Bacillus phage Grass, complete genome."
128200,0.070572,-0.125300,-0.123850,NC_014976,NC_014976 sample_0,Bacillus subtilis,-0.038540,-0.284540,-0.192860,NC_022771,NC_022771 sample_0,"Bacillus phage Grass, complete genome."
128201,0.006323,-0.203340,-0.205370,NC_014976,NC_014976 sample_1,Bacillus subtilis,-0.020072,-0.174100,-0.141520,NC_022771,NC_022771 sample_1,"Bacillus phage Grass, complete genome."
128202,-0.007822,-0.211330,-0.150690,NC_014976,NC_014976 sample_2,Bacillus subtilis,-0.046289,-0.163540,-0.138620,NC_022771,NC_022771 sample_2,"Bacillus phage Grass, complete genome."
128203,0.129210,0.004396,-0.080511,NC_014976,NC_014976 sample_3,Bacillus subtilis,-0.029532,-0.245070,-0.063705,NC_022771,NC_022771 sample_3,"Bacillus phage Grass, complete genome."
128204,-0.159380,-0.117330,-0.116910,NC_014976,NC_014976 sample_4,Bacillus subtilis,-0.150290,-0.133460,-0.265580,NC_022771,NC_022771 sample_4,"Bacillus phage Grass, complete genome."
128205,0.051452,-0.083073,-0.213220,NC_014976,NC_014976 sample_5,Bacillus subtilis,-0.084512,-0.100900,-0.166930,NC_022771,NC_022771 sample_5,"Bacillus phage Grass, complete genome."
128206,0.096642,-0.216030,-0.166360,NC_014976,NC_014976 sample_6,Bacillus subtilis,-0.055566,-0.120200,-0.157640,NC_022771,NC_022771 sample_6,"Bacillus phage Grass, complete genome."
128207,-0.021981,-0.144550,-0.299430,NC_014976,NC_014976 sample_7,Bacillus subtilis,-0.038772,-0.116690,-0.195810,NC_022771,NC_022771 sample_7,"Bacillus phage Grass, complete genome."
128208,0.140300,-0.101600,-0.144320,NC_014976,NC_014976 sample_8,Bacillus subtilis,-0.138840,-0.062325,-0.183630,NC_022771,NC_022771 sample_8,"Bacillus phage Grass, complete genome."
128209,0.191950,-0.158200,-0.150480,NC_014976,NC_014976 sample_9,Bacillus subtilis,-0.120250,-0.082959,-0.133030,NC_022771,NC_022771 sample_9,"Bacillus phage Grass, complete genome."
147600,0.169620,-0.044703,-0.234760,NC_016047,NC_016047 sample_0,Bacillus subtilis,-0.097353,-0.095227,-0.308180,NC_022771,NC_022771 sample_10,"Bacillus phage Grass, complete genome."
147601,0.176730,-0.110460,-0.160840,NC_016047,NC_016047 sample_1,Bacillus subtilis,-0.030673,-0.185860,-0.200250,NC_022771,NC_022771 sample_11,"Bacillus phage Grass, complete genome."
147602,0.071699,-0.087324,-0.152070,NC_016047,NC_016047 sample_2,Bacillus subtilis,-0.060371,-0.158290,-0.270400,NC_022771,NC_022771 sample_12,"Bacillus phage Grass, complete genome."
