,x,y,z,ncbi_id,sample_name,full_name
119699,-0.077048,-0.001123,0.042819,NC_014555,NC_014555 sample_99,Helicobacter pylori PeCan4
227789,-0.079567,0.030886,0.054870,NC_020386,NC_020386 sample_89,Dehalococcoides mccartyi DCMB5
173952,-0.044569,0.022486,0.015693,NC_017303,NC_017303 sample_52,Corynebacterium pseudotuberculosis I19
159298,-0.012183,0.004872,0.006303,NC_016908,NC_016908 sample_98,Rickettsia rickettsii str. Colombia
18804,0.019014,0.032944,0.026228,NC_006322,NC_006322 sample_4,Bacillus licheniformis DSM 13 = ATCC 14580
189486,-0.079437,-0.015023,0.041258,NC_017596,NC_017596 sample_86,Streptococcus pyogenes Alab49
187992,0.020005,0.048760,-0.009161,NC_017573,NC_017573 sample_92,Serratia sp. AS13
240707,-0.098112,-0.000851,0.054684,NC_021195,NC_021195 sample_7,Streptococcus agalactiae 2-22
186022,-0.094273,-0.001251,0.043880,NC_017545,NC_017545 sample_22,Listeria monocytogenes J0161
113727,0.014022,0.089630,0.033037,NC_014246,NC_014246 sample_27,Mobiluncus curtisii ATCC 43063
197953,-0.155640,-0.065491,0.081397,NC_017953,NC_017953 sample_53,Chlamydia trachomatis F/SW5
9438,-0.116100,-0.039103,0.090927,NC_003909,NC_003909 sample_38,Bacillus cereus ATCC 10987
39392,-0.290700,-0.063059,0.147340,NC_008513,NC_008513 sample_92,Buchnera aphidicola str. Cc (Cinara cedri)
225713,0.184800,0.089655,-0.061877,NC_020230,NC_020230 sample_13,Corynebacterium urealyticum DSM 7111
112424,0.323140,0.102400,-0.195820,NC_014210,NC_014210 sample_24,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111 chromosome 1
231591,-0.116420,0.007050,0.039671,NC_020549,NC_020549 sample_91,Candidatus Liberibacter asiaticus str. gxpsy
172614,-0.027452,0.016722,0.040816,NC_017285,NC_017285 sample_14,Chlamydophila pneumoniae LPCoLN
59979,-0.080860,0.002638,0.060859,NC_009976,NC_009976 sample_79,Prochlorococcus marinus str. MIT 9211
256005,-0.078738,-0.021387,0.025693,NC_022130,NC_022130 sample_5,Helicobacter pylori SouthAfrica20
75833,0.173110,0.097139,-0.096255,NC_011146,NC_011146 sample_33,Geobacter bemidjiensis Bem
103400,-0.047318,0.052343,0.041549,NC_013642,NC_013642 sample_0,Thermotoga naphthophila RKU-10
222439,-0.164540,-0.001219,0.086397,NC_019954,NC_019954 sample_39,Tepidanaerobacter acetatoxydans Re1 complete genome
235082,-0.019387,0.002189,0.042451,NC_020937,NC_020937 sample_82,Chlamydia trachomatis L1/440/LN complete genome
37039,0.108610,0.073879,-0.068335,NC_008319,NC_008319 sample_39,Synechococcus sp. CC9311
253086,-0.016317,0.001555,0.002057,NC_021902,NC_021902 sample_86,Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1
243271,0.115390,0.071424,-0.042972,NC_021291,NC_021291 sample_71,Spiribacter salinus M19-40
66419,-0.166660,-0.021624,0.059884,NC_010516,NC_010516 sample_19,Clostridium botulinum B1 str. Okra
224377,-0.126990,-0.031702,0.070142,NC_020127,NC_020127 sample_77,Lawsonia intracellularis N343
15821,0.007712,0.058454,-0.014380,NC_005140,NC_005140 sample_21,Vibrio vulnificus YJ016 chromosome II
244648,0.145890,0.077818,-0.111640,NC_021505,NC_021505 sample_48,Pseudomonas putida NBRC 14164 DNA
229404,0.020451,-0.007126,0.020546,NC_020511,NC_020511 sample_4,Chlamydia trachomatis IU824 complete genome
147202,0.004008,0.048523,0.007441,NC_016026,NC_016026 sample_2,Micavibrio aeruginosavorus ARL-13
187712,-0.099854,-0.005431,0.076178,NC_017569,NC_017569 sample_12,Riemerella anatipestifer RA-GD
187809,-0.031868,0.018777,0.031264,NC_017571,NC_017571 sample_9,Shewanella baltica BA175
33977,-0.004411,0.021947,0.009770,NC_008027,NC_008027 sample_77,Pseudomonas entomophila L48
249715,-0.115440,-0.000795,0.048741,NC_021834,NC_021834 sample_15,Campylobacter jejuni 32488
237296,0.109380,0.048684,0.030391,NC_021038,NC_021038 sample_96,Synergistetes bacterium SGP1
245024,-0.057697,-0.009834,0.036108,NC_021521,NC_021521 sample_24,Haemophilus parasuis ZJ0906
122016,0.206440,0.063688,-0.115140,NC_014666,NC_014666 sample_16,Frankia sp. EuI1c
34038,0.070205,0.026041,-0.026924,NC_008044,NC_008044 sample_38,Ruegeria sp. TM1040
176814,-0.077654,0.017914,0.023969,NC_017358,NC_017358 sample_14,Helicobacter pylori Cuz20
120889,-0.058493,0.015104,0.015355,NC_014639,NC_014639 sample_89,Bacillus atrophaeus 1942
111810,0.231610,0.099883,-0.205270,NC_014168,NC_014168 sample_10,Segniliparus rotundus DSM 44985
195686,-0.105930,0.006547,0.043270,NC_017861,NC_017861 sample_86,Prevotella intermedia 17 chromosome chromosome II
87252,-0.010829,0.033165,-0.003413,NC_012469,NC_012469 sample_52,Streptococcus pneumoniae Taiwan19F-14
184512,0.073802,0.047315,-0.059013,NC_017523,NC_017523 sample_12,Mycobacterium tuberculosis CCDC5079
38157,0.061877,0.093554,-0.041486,NC_008380,NC_008380 sample_57,Rhizobium leguminosarum bv. viciae 3841
58160,-0.111190,0.002753,0.059875,NC_009839,NC_009839 sample_60,Campylobacter jejuni subsp. jejuni 81116
210533,-0.021831,0.032481,0.011916,NC_018641,NC_018641 sample_33,Lactobacillus casei W56
303,-0.158690,-0.036046,0.072997,NC_000908,NC_000908 sample_3,Mycoplasma genitalium G37
160998,-0.014383,0.012417,0.022057,NC_016940,NC_016940 sample_98,Saprospira grandis str. Lewin
189988,-0.114380,0.008214,0.067523,NC_017621,NC_017621 sample_88,Streptococcus suis D12
207851,0.000995,0.017638,0.011880,NC_018588,NC_018588 sample_51,Listeria monocytogenes SLCC2372
231264,0.035067,0.064296,-0.052682,NC_020541,NC_020541 sample_64,Rhodanobacter sp. 2APBS1
215441,-0.174680,-0.027029,0.091931,NC_018939,NC_018939 sample_41,Helicobacter pylori 26695
182802,-0.026733,0.015026,0.004323,NC_017503,NC_017503 sample_2,Mycoplasma gallisepticum str. F
91350,0.160010,0.061962,-0.093688,NC_012779,NC_012779 sample_50,Edwardsiella ictaluri 93-146
67276,0.122800,0.048586,-0.032987,NC_010545,NC_010545 sample_76,Corynebacterium urealyticum DSM 7109
133382,-0.172720,-0.040481,0.093835,NC_015425,NC_015425 sample_82,Clostridium botulinum BKT015925
103476,-0.059301,0.045481,0.032848,NC_013642,NC_013642 sample_76,Thermotoga naphthophila RKU-10
18518,-0.063776,0.011481,0.035627,NC_006270,NC_006270 sample_18,Bacillus licheniformis ATCC 14580
171178,-0.107250,-0.033370,0.058304,NC_017259,NC_017259 sample_78,Buchnera aphidicola str. Ua (Uroleucon ambrosiae)
74410,0.099335,0.083534,-0.049193,NC_011035,NC_011035 sample_10,Neisseria gonorrhoeae NCCP11945
23011,-0.059234,0.019977,0.011737,NC_007204,NC_007204 sample_11,Psychrobacter arcticus 273-4
41287,-0.091904,-0.005645,0.064553,NC_008571,NC_008571 sample_87,Gramella forsetii KT0803
8970,-0.189870,-0.025854,0.093932,NC_003454,NC_003454 sample_70,Fusobacterium nucleatum subsp. nucleatum ATCC 25586
102655,0.166030,0.095925,-0.087194,NC_013524,NC_013524 sample_55,Sphaerobacter thermophilus DSM 20745 chromosome 2
136546,0.014974,0.043379,-0.015200,NC_015572,NC_015572 sample_46,Methylomonas methanica MC09
202926,0.119000,0.070204,-0.031693,NC_018268,NC_018268 sample_26,Marinobacter sp. BSs20148
201199,-0.145090,0.004102,0.064297,NC_018089,NC_018089 sample_99,Streptococcus mutans GS-5
136208,-0.067282,0.021264,0.033225,NC_015566,NC_015566 sample_8,Serratia sp. AS12
6302,-0.148860,-0.025534,0.080698,NC_002976,NC_002976 sample_2,Staphylococcus epidermidis RP62A
49675,-0.120170,-0.018426,0.053581,NC_009437,NC_009437 sample_75,Caldicellulosiruptor saccharolyticus DSM 8903
177288,-0.070841,0.012190,0.049986,NC_017362,NC_017362 sample_88,Helicobacter pylori Lithuania75
205570,-0.089512,0.013549,0.050701,NC_018500,NC_018500 sample_70,Bacillus thuringiensis HD-771
175288,-0.018357,0.048595,0.024201,NC_017328,NC_017328 sample_88,Shigella flexneri 2002017
105200,-0.066420,0.028997,0.042799,NC_013798,NC_013798 sample_0,Streptococcus gallolyticus UCN34
32344,0.029069,0.035787,-0.018129,NC_007952,NC_007952 sample_44,Burkholderia xenovorans LB400 chromosome 2
5142,-0.097292,-0.021096,0.013061,NC_002942,NC_002942 sample_42,Legionella pneumophila subsp. pneumophila str. Philadelphia 1
169453,0.051194,0.048433,-0.029381,NC_017221,NC_017221 sample_53,Bifidobacterium longum subsp. longum KACC 91563
173535,-0.093681,-0.019191,0.037323,NC_017297,NC_017297 sample_35,Clostridium botulinum F str. 230613
134324,-0.091413,-0.024877,0.068755,NC_015496,NC_015496 sample_24,Krokinobacter sp. 4H-3-7-5
240131,-0.134420,-0.022563,0.059970,NC_021182,NC_021182 sample_31,Clostridium pasteurianum BC1
200491,-0.028006,0.015273,-0.012773,NC_018068,NC_018068 sample_91,Desulfosporosinus acidiphilus SJ4
240002,-0.126340,-0.007868,0.083838,NC_021181,NC_021181 sample_2,Lactobacillus acidophilus La-14
107563,-0.064236,0.019324,0.039637,NC_013949,NC_013949 sample_63,Helicobacter mustelae 12198
70758,-0.024319,0.021756,0.046752,NC_010694,NC_010694 sample_58,Erwinia tasmaniensis Et1/99
21875,-0.014447,-0.012649,0.016572,NC_006841,NC_006841 sample_75,Vibrio fischeri ES114 chromosome II
192712,0.013456,0.040750,-0.004202,NC_017730,NC_017730 sample_12,Corynebacterium pseudotuberculosis 31
180654,-0.079817,-0.005909,0.018029,NC_017452,NC_017452 sample_54,Haemophilus influenzae R2846
150357,-0.003340,0.010861,-0.003446,NC_016602,NC_016602 sample_57,Vibrio furnissii NCTC 11218 chromosome 1
13676,0.020566,0.038587,-0.014555,NC_004606,NC_004606 sample_76,Streptococcus pyogenes SSI-1
135329,0.004473,0.024374,0.002164,NC_015520,NC_015520 sample_29,Mahella australiensis 50-1 BON
169229,0.023527,0.049853,-0.023698,NC_017218,NC_017218 sample_29,Bifidobacterium breve ACS-071-V-Sch8b
82938,0.032741,0.067808,-0.016458,NC_011884,NC_011884 sample_38,Cyanothece sp. PCC 7425
84366,0.010540,0.012145,-0.001259,NC_011978,NC_011978 sample_66,Thermotoga neapolitana DSM 4359
70029,-0.114960,-0.048458,0.069916,NC_010674,NC_010674 sample_29,Clostridium botulinum B str. Eklund 17B
82141,-0.075234,0.030621,0.079371,NC_011830,NC_011830 sample_41,Desulfitobacterium hafniense DCB-2
36215,-0.192980,-0.039004,0.090869,NC_008262,NC_008262 sample_15,Clostridium perfringens SM101
263000,-0.105340,-0.011478,0.075392,NC_022606,NC_022606 sample_0,Carnobacterium sp. WN1359
224597,-0.108020,0.008391,0.059088,NC_020134,NC_020134 sample_97,Clostridium stercorarium subsp. stercorarium DSM 8532
18017,0.016700,0.031246,0.024754,NC_006138,NC_006138 sample_17,Desulfotalea psychrophila LSv54
90777,0.154870,0.131640,-0.074780,NC_012724,NC_012724 sample_77,Burkholderia glumae BGR1 chromosome 1
42155,-0.130530,-0.027904,0.086332,NC_008601,NC_008601 sample_55,Francisella novicida U112
138502,-0.028285,0.037007,0.045142,NC_015637,NC_015637 sample_2,Vibrio anguillarum 775 chromosome II
119642,-0.048250,0.008862,0.035670,NC_014555,NC_014555 sample_42,Helicobacter pylori PeCan4
51954,-0.122640,0.029431,0.041891,NC_009495,NC_009495 sample_54,Clostridium botulinum A str. ATCC 3502
193884,-0.122000,0.038302,0.032852,NC_017763,NC_017763 sample_84,Staphylococcus aureus subsp. aureus HO 5096 0412
159548,-0.133060,-0.012191,0.070348,NC_016912,NC_016912 sample_48,Staphylococcus aureus subsp. aureus VC40
148185,0.135710,0.075932,-0.035854,NC_016078,NC_016078 sample_85,Pelagibacterium halotolerans B2
65380,-0.021228,0.044611,0.034886,NC_010483,NC_010483 sample_80,Thermotoga sp. RQ2
267687,-0.087255,0.006258,0.057167,NC_023030,NC_023030 sample_87,Mycoplasma gallisepticum S6
223466,-0.036125,0.036203,0.038733,NC_020055,NC_020055 sample_66,Desulfovibrio hydrothermalis AM13 = DSM 14728
75462,-0.013875,0.014267,0.030055,NC_011134,NC_011134 sample_62,Streptococcus equi subsp. zooepidemicus MGCS10565
39624,-0.095025,-0.009999,0.060517,NC_008527,NC_008527 sample_24,Lactococcus lactis subsp. cremoris SK11
189426,-0.001543,0.019540,0.018135,NC_017596,NC_017596 sample_26,Streptococcus pyogenes Alab49
2868,0.002751,0.038525,0.013368,NC_002570,NC_002570 sample_68,Bacillus halodurans C-125
12635,0.077706,0.080141,-0.037020,NC_004547,NC_004547 sample_35,Pectobacterium atrosepticum SCRI1043
264881,-0.006973,0.029153,-0.008350,NC_022794,NC_022794 sample_81,Exiguobacterium sp. MH3
177484,-0.106270,0.007596,0.062173,NC_017366,NC_017366 sample_84,Helicobacter pylori F32
259457,-0.062865,0.026250,0.043311,NC_022441,NC_022441 sample_57,Chlamydia pecorum P787
73768,0.292060,0.086247,-0.225820,NC_011000,NC_011000 sample_68,Burkholderia cenocepacia J2315 chromosome 1
37434,0.097342,0.037243,-0.046383,NC_008343,NC_008343 sample_34,Granulibacter bethesdensis CGDNIH1
132983,-0.060156,0.032634,0.027844,NC_015408,NC_015408 sample_83,Chlamydophila pecorum E58
174165,0.031833,0.032257,-0.014039,NC_017305,NC_017305 sample_65,Corynebacterium pseudotuberculosis PAT10
48417,-0.023710,0.039553,0.006919,NC_009328,NC_009328 sample_17,Geobacillus thermodenitrificans NG80-2
31124,-0.101200,-0.015415,0.044855,NC_007880,NC_007880 sample_24,Francisella tularensis subsp. holarctica LVS
244926,-0.038308,-0.001152,0.030547,NC_021514,NC_021514 sample_26,Lactobacillus plantarum 16
157154,-0.102130,0.001163,0.045290,NC_016826,NC_016826 sample_54,Streptococcus infantarius subsp. infantarius CJ18
243128,-0.034151,0.019849,0.020298,NC_021290,NC_021290 sample_28,Aeromonas hydrophila ML09-119
163613,-0.174990,-0.052061,0.095885,NC_017051,NC_017051 sample_13,Rickettsia prowazekii str. Dachau
260650,-0.094154,0.013841,0.045594,NC_022532,NC_022532 sample_50,Streptococcus dysgalactiae subsp. equisimilis 167 DNA
91681,0.154790,0.083098,-0.100590,NC_012791,NC_012791 sample_81,Variovorax paradoxus S110 chromosome 1
217949,-0.149800,-0.018371,0.084403,NC_019678,NC_019678 sample_49,Rivularia sp. PCC 7116
118391,-0.163400,-0.023483,0.061889,NC_014499,NC_014499 sample_91,Candidatus Sulcia muelleri CARI
93701,0.078649,0.058357,-0.019791,NC_012918,NC_012918 sample_1,Geobacter sp. M21
170444,0.044504,0.060616,-0.013165,NC_017250,NC_017250 sample_44,Brucella suis 1330 chromosome II
93071,-0.038815,0.020269,-0.001223,NC_012881,NC_012881 sample_71,Desulfovibrio salexigens DSM 2638
61657,0.215750,0.112220,-0.092370,NC_010125,NC_010125 sample_57,Gluconacetobacter diazotrophicus PAl 5
260260,-0.098178,0.013061,0.061733,NC_022524,NC_022524 sample_60,Bacillus infantis NRRL B-14911
224736,-0.120310,-0.002949,0.071842,NC_020156,NC_020156 sample_36,Nonlabens dokdonensis DSW-6
192567,-0.035641,0.014022,0.013500,NC_017728,NC_017728 sample_67,Listeria monocytogenes 07PF0776
159757,-0.084053,0.013289,0.035433,NC_016914,NC_016914 sample_57,Rickettsia rickettsii str. Hino
73938,0.169810,0.078537,-0.101890,NC_011002,NC_011002 sample_38,Burkholderia cenocepacia J2315 chromosome 3
212728,-0.113150,-0.028799,0.031570,NC_018693,NC_018693 sample_28,Bacillus thuringiensis MC28
112739,0.186170,0.088615,-0.082096,NC_014215,NC_014215 sample_39,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
259348,-0.043204,-0.004396,0.055944,NC_022440,NC_022440 sample_48,Chlamydia pecorum W73
85502,-0.111650,0.008869,0.018845,NC_012034,NC_012034 sample_2,Caldicellulosiruptor bescii DSM 6725
107461,-0.105820,-0.016525,0.092047,NC_013948,NC_013948 sample_61,Mycoplasma agalactiae
146180,0.169690,0.081978,-0.104200,NC_015976,NC_015976 sample_80,Sphingobium sp. SYK-6
170763,-0.138110,0.000193,0.047774,NC_017253,NC_017253 sample_63,Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)
17253,-0.093126,0.006304,0.054919,NC_005955,NC_005955 sample_53,Bartonella quintana str. Toulouse
13227,-0.028975,0.045242,0.043927,NC_004572,NC_004572 sample_27,Tropheryma whipplei str. Twist
45361,-0.174940,-0.028473,0.094101,NC_008817,NC_008817 sample_61,Prochlorococcus marinus str. MIT 9515
18007,-0.015752,0.031374,0.025257,NC_006138,NC_006138 sample_7,Desulfotalea psychrophila LSv54
105922,0.245040,0.087090,-0.134990,NC_013889,NC_013889 sample_22,Thioalkalivibrio sp. K90mix
20831,-0.110570,-0.005493,0.054538,NC_006570,NC_006570 sample_31,Francisella tularensis subsp. tularensis SCHU S4
198148,0.139000,0.094628,-0.088643,NC_017956,NC_017956 sample_48,Tistrella mobilis KA081020-065
54159,-0.005749,0.052107,0.005252,NC_009648,NC_009648 sample_59,Klebsiella pneumoniae subsp. pneumoniae MGH 78578
50543,-0.009466,0.041087,0.021363,NC_009455,NC_009455 sample_43,Dehalococcoides sp. BAV1
228115,-0.052344,0.035440,0.049430,NC_020411,NC_020411 sample_15,Hydrogenobaculum sp. HO
96107,0.239640,0.076658,-0.137830,NC_013093,NC_013093 sample_7,Actinosynnema mirum DSM 43827
109140,-0.042708,0.030722,-0.000072,NC_014029,NC_014029 sample_40,Yersinia pestis Z176003
20472,0.021479,0.065783,-0.023908,NC_006511,NC_006511 sample_72,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
48444,-0.012104,0.069821,0.006855,NC_009328,NC_009328 sample_44,Geobacillus thermodenitrificans NG80-2
143472,-0.105650,-0.015542,0.059908,NC_015844,NC_015844 sample_72,Zobellia galactanivorans
154618,0.000328,0.016175,-0.041140,NC_016787,NC_016787 sample_18,Corynebacterium diphtheriae HC03
147654,-0.021385,0.001357,0.004043,NC_016047,NC_016047 sample_54,Bacillus subtilis subsp. spizizenii TU-B-10
83322,0.094696,0.065643,-0.049981,NC_011896,NC_011896 sample_22,Mycobacterium leprae Br4923
63470,-0.121420,-0.000654,0.083696,NC_010321,NC_010321 sample_70,Thermoanaerobacter pseudethanolicus ATCC 33223
102060,-0.131990,-0.018316,0.068207,NC_013515,NC_013515 sample_60,Streptobacillus moniliformis DSM 12112
221261,0.190490,0.075298,-0.128440,NC_019902,NC_019902 sample_61,Thioalkalivibrio nitratireducens DSM 14787
86104,0.084944,0.061890,-0.031694,NC_012207,NC_012207 sample_4,Mycobacterium bovis BCG str. Tokyo 172
208749,-0.256410,-0.064956,0.135290,NC_018607,NC_018607 sample_49,Brachyspira pilosicoli B2904
197457,0.065814,0.052072,-0.054510,NC_017945,NC_017945 sample_57,Corynebacterium pseudotuberculosis 258
182137,-0.012964,0.036528,0.004769,NC_017482,NC_017482 sample_37,Lactobacillus rhamnosus GG
217892,-0.071669,-0.002945,0.063636,NC_019676,NC_019676 sample_92,Nostoc sp. PCC 7107
256175,-0.173300,-0.003789,0.056248,NC_022132,NC_022132 sample_75,Campylobacter coli 76339
66066,0.166460,0.078670,-0.126330,NC_010511,NC_010511 sample_66,Methylobacterium sp. 4-46
238888,-0.088272,-0.010857,0.039234,NC_021089,NC_021089 sample_88,Wolbachia endosymbiont of Drosophila simulans wHa
243936,-0.021283,0.025191,0.026363,NC_021485,NC_021485 sample_36,Streptococcus agalactiae 09mas018883 complete genome
183184,0.018700,0.039570,-0.011784,NC_017506,NC_017506 sample_84,Marinobacter adhaerens HP15
102876,0.096240,0.052874,-0.005622,NC_013526,NC_013526 sample_76,Thermobaculum terrenum ATCC BAA-798 chromosome 2
102305,0.235240,0.107740,-0.114550,NC_013521,NC_013521 sample_5,Sanguibacter keddieii DSM 10542
23155,-0.138570,-0.056683,0.082093,NC_007205,NC_007205 sample_55,Candidatus Pelagibacter ubique HTCC1062
216692,-0.086408,0.031789,0.031801,NC_019439,NC_019439 sample_92,Anabaena sp. 90 chromosome chANA02
42169,-0.098476,-0.033046,0.058828,NC_008601,NC_008601 sample_69,Francisella novicida U112
165416,0.199230,0.072706,-0.083274,NC_017093,NC_017093 sample_16,Actinoplanes missouriensis 431
99794,-0.003424,0.046888,0.005193,NC_013361,NC_013361 sample_94,Escherichia coli O26:H11 str. 11368
15718,-0.098698,0.007351,0.074779,NC_005139,NC_005139 sample_18,Vibrio vulnificus YJ016 chromosome I
133134,0.182940,0.098530,-0.101820,NC_015422,NC_015422 sample_34,Alicycliphilus denitrificans K601
98154,-0.070667,0.009777,0.041366,NC_013198,NC_013198 sample_54,Lactobacillus rhamnosus GG
205111,-0.037474,0.017516,0.033753,NC_018495,NC_018495 sample_11,Mycoplasma genitalium M2321
7024,0.051228,0.063672,-0.025202,NC_003063,NC_003063 sample_24,Agrobacterium fabrum str. C58 chromosome linear
6643,-0.088354,-0.008345,0.049977,NC_003028,NC_003028 sample_43,Streptococcus pneumoniae TIGR4
44110,-0.068782,0.024520,0.003511,NC_008767,NC_008767 sample_10,Neisseria meningitidis FAM18
219782,-0.031875,0.026603,0.043626,NC_019757,NC_019757 sample_82,Cylindrospermum stagnale PCC 7417
137215,0.453970,0.126500,-0.301550,NC_015588,NC_015588 sample_15,Isoptericola variabilis 225
70241,-0.105230,-0.014125,0.044911,NC_010677,NC_010677 sample_41,Francisella tularensis subsp. mediasiatica FSC147
100423,-0.194730,-0.037705,0.094545,NC_013418,NC_013418 sample_23,Blattabacterium sp. (Periplaneta americana) str. BPLAN
7197,-0.070991,0.013398,0.059310,NC_003098,NC_003098 sample_97,Streptococcus pneumoniae R6
14027,-0.137390,0.024165,0.031778,NC_004722,NC_004722 sample_27,Bacillus cereus ATCC 14579
228104,-0.154200,-0.048679,0.101880,NC_020411,NC_020411 sample_4,Hydrogenobaculum sp. HO
234369,0.132470,0.064600,-0.089315,NC_020908,NC_020908 sample_69,Octadecabacter arcticus 238
63285,-0.035680,0.039690,0.021110,NC_010296,NC_010296 sample_85,Microcystis aeruginosa NIES-843
99233,0.136490,0.082674,-0.014413,NC_013282,NC_013282 sample_33,Cronobacter turicensis z3032
155175,0.118410,0.077033,-0.031390,NC_016795,NC_016795 sample_75,Brucella abortus A13334 chromosome 1
182514,-0.001844,0.033848,0.006826,NC_017492,NC_017492 sample_14,Lactococcus lactis subsp. cremoris A76
108049,-0.041522,0.027961,0.038208,NC_013971,NC_013971 sample_49,Erwinia amylovora ATCC 49946
34361,0.069542,0.055501,-0.058503,NC_008060,NC_008060 sample_61,Burkholderia cenocepacia AU 1054 chromosome 1
31098,0.086071,0.080100,-0.026216,NC_007802,NC_007802 sample_98,Jannaschia sp. CCS1
197990,-0.007545,-0.004739,-0.008164,NC_017953,NC_017953 sample_90,Chlamydia trachomatis F/SW5
102753,-0.073818,0.023298,0.034640,NC_013525,NC_013525 sample_53,Thermobaculum terrenum ATCC BAA-798 chromosome 1
150232,-0.098841,-0.020413,0.061797,NC_016599,NC_016599 sample_32,Owenweeksia hongkongensis DSM 17368
189799,0.014167,0.019913,0.033088,NC_017619,NC_017619 sample_99,Streptococcus suis SS12
78656,-0.008031,-0.001778,0.010818,NC_011528,NC_011528 sample_56,Coxiella burnetii CbuK_Q154
187011,-0.120980,0.001794,0.069673,NC_017560,NC_017560 sample_11,Rickettsia prowazekii Rp22
142477,0.033563,0.064348,0.008991,NC_015736,NC_015736 sample_77,Candidatus Tremblaya princeps PCIT
239248,0.004901,0.035404,-0.001039,NC_021171,NC_021171 sample_48,Bacillus sp. 1NLA3E
7798,0.004796,0.019330,-0.040044,NC_003197,NC_003197 sample_98,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
109750,0.171910,0.101840,-0.043037,NC_014098,NC_014098 sample_50,Kyrpidia tusciae DSM 2912
73395,-0.095669,-0.011565,0.049084,NC_010981,NC_010981 sample_95,Wolbachia endosymbiont of Culex quinquefasciatus Pel
143165,-0.079034,0.037411,0.036985,NC_015759,NC_015759 sample_65,Weissella koreensis KACC 15510
178665,0.094467,0.073370,-0.070722,NC_017384,NC_017384 sample_65,Ketogulonigenium vulgarum WSH-001
66579,-0.119680,0.024218,0.041533,NC_010519,NC_010519 sample_79,Haemophilus somnus 2336
230206,0.267610,0.135950,-0.155480,NC_020520,NC_020520 sample_6,Acidimicrobidae bacterium YM16-304 DNA
146104,0.064381,0.036921,-0.038561,NC_015976,NC_015976 sample_4,Sphingobium sp. SYK-6
19025,-0.015128,0.055378,-0.010632,NC_006348,NC_006348 sample_25,Burkholderia mallei ATCC 23344 chromosome 1
243571,-0.109030,-0.006799,0.077266,NC_021350,NC_021350 sample_71,Legionella pneumophila subsp. pneumophila str. Thunder Bay
145449,0.155340,0.074786,-0.083409,NC_015953,NC_015953 sample_49,Streptomyces sp. SirexAA-E
70220,-0.081557,0.021287,0.036138,NC_010677,NC_010677 sample_20,Francisella tularensis subsp. mediasiatica FSC147
215605,-0.058851,0.009983,0.030853,NC_019048,NC_019048 sample_5,Streptococcus agalactiae SA20-06
41264,-0.070445,0.010929,0.035822,NC_008571,NC_008571 sample_64,Gramella forsetii KT0803
109742,0.057097,0.047182,-0.000104,NC_014098,NC_014098 sample_42,Kyrpidia tusciae DSM 2912
61489,-0.188520,-0.016226,0.093354,NC_010118,NC_010118 sample_89,Candidatus Sulcia muelleri GWSS
115012,0.129210,0.070399,-0.018660,NC_014323,NC_014323 sample_12,Herbaspirillum seropedicae SmR1
183130,0.074686,0.065029,-0.031895,NC_017506,NC_017506 sample_30,Marinobacter adhaerens HP15
114686,0.020356,0.046337,0.003909,NC_014314,NC_014314 sample_86,Dehalogenimonas lykanthroporepellens BL-DC-9
30124,0.204520,0.081487,-0.103690,NC_007777,NC_007777 sample_24,Frankia sp. CcI3
205958,0.140420,0.068440,-0.099787,NC_018514,NC_018514 sample_58,Burkholderia cepacia GG4 chromosome 2
60786,0.247660,0.081685,-0.179760,NC_010084,NC_010084 sample_86,Burkholderia multivorans ATCC 17616 chromosome 1
173758,-0.051885,0.041606,0.013331,NC_017300,NC_017300 sample_58,Corynebacterium pseudotuberculosis 1002
93040,-0.031555,0.005153,0.036347,NC_012881,NC_012881 sample_40,Desulfovibrio salexigens DSM 2638
78146,0.184160,0.093804,-0.086894,NC_011386,NC_011386 sample_46,Oligotropha carboxidovorans OM5
258121,-0.185140,-0.027124,0.081673,NC_022347,NC_022347 sample_21,Campylobacter coli CVM N29710
33131,-0.070544,-0.022138,0.075153,NC_007984,NC_007984 sample_31,Baumannia cicadellinicola str. Hc (Homalodisca coagulata)
136611,0.007416,0.062635,0.025925,NC_015573,NC_015573 sample_11,Desulfotomaculum kuznetsovii DSM 6115
183590,-0.006224,0.028315,0.019460,NC_017513,NC_017513 sample_90,Neisseria meningitidis G2136
144592,-0.113390,-0.044582,0.084076,NC_015913,NC_015913 sample_92,Candidatus Arthromitus sp. SFB-mouse-Japan
232053,0.223440,0.103020,-0.130900,NC_020561,NC_020561 sample_53,Sphingomonas sp. MM-1
219581,-0.083334,0.022805,0.038106,NC_019751,NC_019751 sample_81,Calothrix sp. PCC 6303
191654,-0.050098,0.028890,0.025006,NC_017656,NC_017656 sample_54,Escherichia coli O55:H7 str. RM12579
211895,-0.020124,0.040942,0.027932,NC_018673,NC_018673 sample_95,Leuconostoc carnosum JB16
239020,0.120650,0.073632,-0.015076,NC_021150,NC_021150 sample_20,Azotobacter vinelandii CA6
