,principal_x,principal_y,principal_z,ncbi_id,sample_name,full_name
10840,9.185497,9.810500,1.075237,NC_014008,NC_014008 sample_0,Coraliomargarita akajimensis DSM 45221
10841,7.098006,11.487645,0.550422,NC_014008,NC_014008 sample_1,Coraliomargarita akajimensis DSM 45221
10842,4.937297,13.018498,1.640365,NC_014008,NC_014008 sample_2,Coraliomargarita akajimensis DSM 45221
10843,10.752890,8.021000,2.465012,NC_014008,NC_014008 sample_3,Coraliomargarita akajimensis DSM 45221
10844,3.640068,14.202988,3.888857,NC_014008,NC_014008 sample_4,Coraliomargarita akajimensis DSM 45221
10845,8.530146,10.394761,0.316145,NC_014008,NC_014008 sample_5,Coraliomargarita akajimensis DSM 45221
10846,7.275624,11.401957,0.505029,NC_014008,NC_014008 sample_6,Coraliomargarita akajimensis DSM 45221
10847,5.423656,13.062559,1.109538,NC_014008,NC_014008 sample_7,Coraliomargarita akajimensis DSM 45221
10848,6.933623,11.486659,1.050982,NC_014008,NC_014008 sample_8,Coraliomargarita akajimensis DSM 45221
10849,9.389105,9.567991,1.312457,NC_014008,NC_014008 sample_9,Coraliomargarita akajimensis DSM 45221
10850,4.194667,13.979934,2.986747,NC_014010,NC_014010 sample_0,Candidatus Puniceispirillum marinum IMCC1322
10851,2.130105,13.753967,6.926672,NC_014010,NC_014010 sample_1,Candidatus Puniceispirillum marinum IMCC1322
10852,5.864662,12.668596,0.842010,NC_014010,NC_014010 sample_2,Candidatus Puniceispirillum marinum IMCC1322
10853,3.763149,13.796801,3.392790,NC_014010,NC_014010 sample_3,Candidatus Puniceispirillum marinum IMCC1322
10854,2.870807,14.160725,6.306059,NC_014010,NC_014010 sample_4,Candidatus Puniceispirillum marinum IMCC1322
10855,7.141837,11.377845,0.576145,NC_014010,NC_014010 sample_5,Candidatus Puniceispirillum marinum IMCC1322
10856,8.557298,10.549843,1.051696,NC_014010,NC_014010 sample_6,Candidatus Puniceispirillum marinum IMCC1322
10857,2.305459,14.080413,6.222858,NC_014010,NC_014010 sample_7,Candidatus Puniceispirillum marinum IMCC1322
10858,3.069421,14.356634,5.254259,NC_014010,NC_014010 sample_8,Candidatus Puniceispirillum marinum IMCC1322
10859,5.131945,12.976123,1.638591,NC_014010,NC_014010 sample_9,Candidatus Puniceispirillum marinum IMCC1322
10860,2.106075,13.846220,6.850645,NC_014011,NC_014011 sample_0,Aminobacterium colombiense DSM 12261
10861,2.431788,13.825877,7.532212,NC_014011,NC_014011 sample_1,Aminobacterium colombiense DSM 12261
10862,0.890923,11.588675,10.337722,NC_014011,NC_014011 sample_2,Aminobacterium colombiense DSM 12261
10863,1.248613,12.823386,9.254483,NC_014011,NC_014011 sample_3,Aminobacterium colombiense DSM 12261
10864,3.045873,14.412930,5.270404,NC_014011,NC_014011 sample_4,Aminobacterium colombiense DSM 12261
10865,1.197542,12.437520,9.366740,NC_014011,NC_014011 sample_5,Aminobacterium colombiense DSM 12261
10866,3.275576,14.237334,4.363533,NC_014011,NC_014011 sample_6,Aminobacterium colombiense DSM 12261
10867,1.604327,12.627493,9.550353,NC_014011,NC_014011 sample_7,Aminobacterium colombiense DSM 12261
10868,2.405191,13.922066,7.172765,NC_014011,NC_014011 sample_8,Aminobacterium colombiense DSM 12261
10869,2.204656,14.137396,6.541348,NC_014011,NC_014011 sample_9,Aminobacterium colombiense DSM 12261
10870,3.691232,13.739759,4.225674,NC_014012,NC_014012 sample_0,Shewanella violacea DSS12
10871,0.143822,8.364866,11.097160,NC_014012,NC_014012 sample_1,Shewanella violacea DSS12
10872,3.803755,13.710908,3.581230,NC_014012,NC_014012 sample_2,Shewanella violacea DSS12
10873,4.382967,13.469549,2.651651,NC_014012,NC_014012 sample_3,Shewanella violacea DSS12
10874,3.496939,14.418376,4.548668,NC_014012,NC_014012 sample_4,Shewanella violacea DSS12
10875,2.874907,14.091648,5.502299,NC_014012,NC_014012 sample_5,Shewanella violacea DSS12
10876,2.677968,13.845662,6.074544,NC_014012,NC_014012 sample_6,Shewanella violacea DSS12
10877,4.517082,13.339314,2.442315,NC_014012,NC_014012 sample_7,Shewanella violacea DSS12
10878,2.651750,13.564558,7.737262,NC_014012,NC_014012 sample_8,Shewanella violacea DSS12
10879,0.580513,9.306092,10.719865,NC_014012,NC_014012 sample_9,Shewanella violacea DSS12
10880,11.519160,5.543135,5.359246,NC_014013,NC_014013 sample_0,Sphingobium japonicum UT26S chromosome 2
10881,11.648844,5.304827,5.864374,NC_014013,NC_014013 sample_1,Sphingobium japonicum UT26S chromosome 2
10882,8.421394,10.488404,0.782238,NC_014013,NC_014013 sample_2,Sphingobium japonicum UT26S chromosome 2
10883,11.489476,4.429942,6.748091,NC_014013,NC_014013 sample_3,Sphingobium japonicum UT26S chromosome 2
10884,10.182391,2.295602,12.370735,NC_014013,NC_014013 sample_4,Sphingobium japonicum UT26S chromosome 2
10885,10.271339,2.278492,13.136693,NC_014013,NC_014013 sample_5,Sphingobium japonicum UT26S chromosome 2
10886,10.182094,8.606325,1.581839,NC_014013,NC_014013 sample_6,Sphingobium japonicum UT26S chromosome 2
10887,11.269177,5.466436,5.735674,NC_014013,NC_014013 sample_7,Sphingobium japonicum UT26S chromosome 2
10888,5.357084,12.785899,1.975101,NC_014013,NC_014013 sample_8,Sphingobium japonicum UT26S chromosome 2
10889,11.637775,6.116590,4.909469,NC_014013,NC_014013 sample_9,Sphingobium japonicum UT26S chromosome 2
10890,-0.897037,3.920072,7.771114,NC_014014,NC_014014 sample_0,Mycoplasma crocodyli MP145
10891,-0.804785,4.245330,8.023555,NC_014014,NC_014014 sample_1,Mycoplasma crocodyli MP145
10892,-0.065228,0.994889,3.387807,NC_014014,NC_014014 sample_2,Mycoplasma crocodyli MP145
10893,1.041757,10.413306,10.827678,NC_014014,NC_014014 sample_3,Mycoplasma crocodyli MP145
10894,-0.604378,3.424780,7.480775,NC_014014,NC_014014 sample_4,Mycoplasma crocodyli MP145
10895,-0.623418,3.585509,7.576118,NC_014014,NC_014014 sample_5,Mycoplasma crocodyli MP145
10896,3.444866,14.024481,4.877373,NC_014014,NC_014014 sample_6,Mycoplasma crocodyli MP145
10897,-0.509178,2.213648,5.102646,NC_014014,NC_014014 sample_7,Mycoplasma crocodyli MP145
10898,-0.416556,1.553794,4.500179,NC_014014,NC_014014 sample_8,Mycoplasma crocodyli MP145
10899,0.684267,-0.320381,0.862256,NC_014014,NC_014014 sample_9,Mycoplasma crocodyli MP145
10900,0.765528,11.194741,10.465871,NC_014019,NC_014019 sample_0,Bacillus megaterium QM B1551
10901,0.126154,0.755409,2.891466,NC_014019,NC_014019 sample_1,Bacillus megaterium QM B1551
10902,0.141715,9.646138,10.976001,NC_014019,NC_014019 sample_2,Bacillus megaterium QM B1551
10903,1.363093,11.146954,10.222675,NC_014019,NC_014019 sample_3,Bacillus megaterium QM B1551
10904,1.094012,10.319471,10.873967,NC_014019,NC_014019 sample_4,Bacillus megaterium QM B1551
10905,1.288938,10.011111,10.825085,NC_014019,NC_014019 sample_5,Bacillus megaterium QM B1551
10906,-0.597612,6.253162,10.151510,NC_014019,NC_014019 sample_6,Bacillus megaterium QM B1551
10907,-0.705750,5.791494,9.831375,NC_014019,NC_014019 sample_7,Bacillus megaterium QM B1551
10908,1.828578,12.479308,9.172709,NC_014019,NC_014019 sample_8,Bacillus megaterium QM B1551
10909,-0.412134,1.633906,4.606631,NC_014019,NC_014019 sample_9,Bacillus megaterium QM B1551
10910,3.036013,14.146898,5.809335,NC_014029,NC_014029 sample_0,Yersinia pestis Z176003
10911,-0.121925,8.246170,10.765897,NC_014029,NC_014029 sample_1,Yersinia pestis Z176003
10912,3.014017,14.146786,4.872666,NC_014029,NC_014029 sample_2,Yersinia pestis Z176003
10913,2.366821,14.108110,6.018949,NC_014029,NC_014029 sample_3,Yersinia pestis Z176003
10914,3.642697,14.230834,3.680675,NC_014029,NC_014029 sample_4,Yersinia pestis Z176003
10915,3.081756,13.913024,4.922074,NC_014029,NC_014029 sample_5,Yersinia pestis Z176003
10916,5.016834,13.039900,2.122155,NC_014029,NC_014029 sample_6,Yersinia pestis Z176003
10917,6.975534,11.915696,0.608579,NC_014029,NC_014029 sample_7,Yersinia pestis Z176003
10918,10.533667,7.761631,2.153952,NC_014029,NC_014029 sample_8,Yersinia pestis Z176003
10919,3.391972,14.126586,4.249966,NC_014029,NC_014029 sample_9,Yersinia pestis Z176003
10920,11.074421,6.864912,3.648714,NC_014032,NC_014032 sample_0,Salinibacter ruber M8
10921,4.558079,13.504756,2.012456,NC_014032,NC_014032 sample_1,Salinibacter ruber M8
10922,10.491458,2.808568,10.933795,NC_014032,NC_014032 sample_2,Salinibacter ruber M8
10923,11.821656,6.437354,4.622133,NC_014032,NC_014032 sample_3,Salinibacter ruber M8
10924,11.182452,6.449187,4.229584,NC_014032,NC_014032 sample_4,Salinibacter ruber M8
10925,10.949281,7.212337,3.119346,NC_014032,NC_014032 sample_5,Salinibacter ruber M8
10926,11.534140,6.121670,4.860006,NC_014032,NC_014032 sample_6,Salinibacter ruber M8
10927,6.744523,11.874977,0.778153,NC_014032,NC_014032 sample_7,Salinibacter ruber M8
10928,9.975180,8.807219,1.594624,NC_014032,NC_014032 sample_8,Salinibacter ruber M8
10929,11.427026,7.305312,3.252524,NC_014032,NC_014032 sample_9,Salinibacter ruber M8
10930,2.256904,14.052280,6.468536,NC_014033,NC_014033 sample_0,Prevotella ruminicola Bryant 23
10931,5.377927,12.785134,1.354267,NC_014033,NC_014033 sample_1,Prevotella ruminicola Bryant 23
10932,5.171502,13.069830,1.823601,NC_014033,NC_014033 sample_2,Prevotella ruminicola Bryant 23
10933,6.163977,12.124830,1.077467,NC_014033,NC_014033 sample_3,Prevotella ruminicola Bryant 23
10934,1.304197,11.483581,10.345215,NC_014033,NC_014033 sample_4,Prevotella ruminicola Bryant 23
10935,1.557062,11.335850,10.489738,NC_014033,NC_014033 sample_5,Prevotella ruminicola Bryant 23
10936,6.702158,11.824928,0.481451,NC_014033,NC_014033 sample_6,Prevotella ruminicola Bryant 23
10937,6.170292,12.138868,0.904452,NC_014033,NC_014033 sample_7,Prevotella ruminicola Bryant 23
10938,1.974352,13.370971,7.661322,NC_014033,NC_014033 sample_8,Prevotella ruminicola Bryant 23
10939,6.281384,12.277839,0.776603,NC_014033,NC_014033 sample_9,Prevotella ruminicola Bryant 23
10940,10.631788,3.058139,10.467240,NC_014034,NC_014034 sample_0,Rhodobacter capsulatus SB 1003
10941,10.311546,2.302520,13.228241,NC_014034,NC_014034 sample_1,Rhodobacter capsulatus SB 1003
10942,11.303155,3.795199,7.342930,NC_014034,NC_014034 sample_2,Rhodobacter capsulatus SB 1003
10943,11.408414,5.140228,6.196130,NC_014034,NC_014034 sample_3,Rhodobacter capsulatus SB 1003
10944,10.953002,4.447730,7.913590,NC_014034,NC_014034 sample_4,Rhodobacter capsulatus SB 1003
10945,11.460981,6.848177,3.965975,NC_014034,NC_014034 sample_5,Rhodobacter capsulatus SB 1003
10946,11.269954,4.255128,7.236780,NC_014034,NC_014034 sample_6,Rhodobacter capsulatus SB 1003
10947,11.092765,5.940245,5.001280,NC_014034,NC_014034 sample_7,Rhodobacter capsulatus SB 1003
10948,11.210962,4.070725,7.426620,NC_014034,NC_014034 sample_8,Rhodobacter capsulatus SB 1003
10949,10.792220,3.469151,9.697481,NC_014034,NC_014034 sample_9,Rhodobacter capsulatus SB 1003
10950,7.182211,11.532837,0.450535,NC_014039,NC_014039 sample_0,Propionibacterium acnes SK137
10951,10.172253,8.955759,1.629460,NC_014039,NC_014039 sample_1,Propionibacterium acnes SK137
10952,8.191961,10.689148,0.367599,NC_014039,NC_014039 sample_2,Propionibacterium acnes SK137
10953,10.826243,7.990830,2.743841,NC_014039,NC_014039 sample_3,Propionibacterium acnes SK137
10954,11.532331,7.100121,3.915468,NC_014039,NC_014039 sample_4,Propionibacterium acnes SK137
10955,8.376792,10.327218,0.641238,NC_014039,NC_014039 sample_5,Propionibacterium acnes SK137
10956,10.157033,8.867475,1.872454,NC_014039,NC_014039 sample_6,Propionibacterium acnes SK137
10957,11.449009,7.293825,3.691786,NC_014039,NC_014039 sample_7,Propionibacterium acnes SK137
10958,6.293828,12.324696,0.696334,NC_014039,NC_014039 sample_8,Propionibacterium acnes SK137
10959,10.584731,7.716249,2.289589,NC_014039,NC_014039 sample_9,Propionibacterium acnes SK137
10960,-0.634215,6.058807,9.709968,NC_014041,NC_014041 sample_0,Zunongwangia profunda SM-A87
10961,-0.456825,2.396877,5.910004,NC_014041,NC_014041 sample_1,Zunongwangia profunda SM-A87
10962,-0.701079,6.222282,10.247482,NC_014041,NC_014041 sample_2,Zunongwangia profunda SM-A87
10963,5.245579,12.976461,1.264043,NC_014041,NC_014041 sample_3,Zunongwangia profunda SM-A87
10964,0.232489,7.153446,10.646379,NC_014041,NC_014041 sample_4,Zunongwangia profunda SM-A87
10965,-0.727196,2.631058,6.260599,NC_014041,NC_014041 sample_5,Zunongwangia profunda SM-A87
10966,-0.901072,4.520195,8.412522,NC_014041,NC_014041 sample_6,Zunongwangia profunda SM-A87
10967,-0.858131,2.965870,6.679156,NC_014041,NC_014041 sample_7,Zunongwangia profunda SM-A87
10968,2.153857,13.379964,8.539321,NC_014041,NC_014041 sample_8,Zunongwangia profunda SM-A87
10969,0.190941,8.407291,10.919058,NC_014041,NC_014041 sample_9,Zunongwangia profunda SM-A87
10970,11.312583,5.703618,5.617637,NC_014098,NC_014098 sample_0,Kyrpidia tusciae DSM 2912
10971,10.462727,8.544774,2.144304,NC_014098,NC_014098 sample_1,Kyrpidia tusciae DSM 2912
10972,6.666361,11.952678,0.511693,NC_014098,NC_014098 sample_2,Kyrpidia tusciae DSM 2912
10973,11.271072,6.859982,3.842643,NC_014098,NC_014098 sample_3,Kyrpidia tusciae DSM 2912
10974,11.329282,7.722142,3.409667,NC_014098,NC_014098 sample_4,Kyrpidia tusciae DSM 2912
10975,2.766236,13.878506,6.612205,NC_014098,NC_014098 sample_5,Kyrpidia tusciae DSM 2912
10976,3.962576,13.833514,2.872574,NC_014098,NC_014098 sample_6,Kyrpidia tusciae DSM 2912
10977,9.819488,9.047863,1.275258,NC_014098,NC_014098 sample_7,Kyrpidia tusciae DSM 2912
10978,6.964181,11.538272,0.765354,NC_014098,NC_014098 sample_8,Kyrpidia tusciae DSM 2912
10979,6.025936,12.458736,1.219712,NC_014098,NC_014098 sample_9,Kyrpidia tusciae DSM 2912
10980,11.025405,3.552494,8.030374,NC_014100,NC_014100 sample_0,Caulobacter segnis ATCC 21756
10981,10.228985,2.444942,11.522674,NC_014100,NC_014100 sample_1,Caulobacter segnis ATCC 21756
10982,11.163869,5.869709,5.195989,NC_014100,NC_014100 sample_2,Caulobacter segnis ATCC 21756
10983,10.605243,2.993168,9.943683,NC_014100,NC_014100 sample_3,Caulobacter segnis ATCC 21756
10984,10.705849,3.043676,8.917515,NC_014100,NC_014100 sample_4,Caulobacter segnis ATCC 21756
10985,10.920527,7.465638,2.936636,NC_014100,NC_014100 sample_5,Caulobacter segnis ATCC 21756
10986,10.729181,3.153007,9.597804,NC_014100,NC_014100 sample_6,Caulobacter segnis ATCC 21756
10987,10.229695,2.278862,12.883988,NC_014100,NC_014100 sample_7,Caulobacter segnis ATCC 21756
10988,11.181789,5.133745,6.437613,NC_014100,NC_014100 sample_8,Caulobacter segnis ATCC 21756
10989,11.442467,6.636546,4.193367,NC_014100,NC_014100 sample_9,Caulobacter segnis ATCC 21756
10990,0.700294,-0.377391,0.802195,NC_014103,NC_014103 sample_0,Bacillus megaterium DSM 319
10991,-0.488520,6.613211,10.329762,NC_014103,NC_014103 sample_1,Bacillus megaterium DSM 319
10992,-0.452916,2.237140,5.592225,NC_014103,NC_014103 sample_2,Bacillus megaterium DSM 319
10993,-0.378571,5.600899,9.690673,NC_014103,NC_014103 sample_3,Bacillus megaterium DSM 319
10994,-0.951153,4.786835,8.688797,NC_014103,NC_014103 sample_4,Bacillus megaterium DSM 319
10995,1.929982,12.161299,9.782681,NC_014103,NC_014103 sample_5,Bacillus megaterium DSM 319
10996,0.370302,8.981665,10.910392,NC_014103,NC_014103 sample_6,Bacillus megaterium DSM 319
10997,3.359936,13.884817,4.743360,NC_014103,NC_014103 sample_7,Bacillus megaterium DSM 319
10998,0.777075,10.125299,10.635487,NC_014103,NC_014103 sample_8,Bacillus megaterium DSM 319
10999,1.116642,10.758962,10.913331,NC_014103,NC_014103 sample_9,Bacillus megaterium DSM 319
11000,-0.777309,3.197539,7.256208,NC_014106,NC_014106 sample_0,Lactobacillus crispatus ST1
11001,0.490369,9.741073,11.183556,NC_014106,NC_014106 sample_1,Lactobacillus crispatus ST1
11002,2.139129,12.991821,8.315351,NC_014106,NC_014106 sample_2,Lactobacillus crispatus ST1
11003,-0.687485,3.086701,7.127480,NC_014106,NC_014106 sample_3,Lactobacillus crispatus ST1
11004,1.182429,11.451457,10.314428,NC_014106,NC_014106 sample_4,Lactobacillus crispatus ST1
11005,-0.524410,2.242548,5.314515,NC_014106,NC_014106 sample_5,Lactobacillus crispatus ST1
11006,-0.929058,4.505372,8.658700,NC_014106,NC_014106 sample_6,Lactobacillus crispatus ST1
11007,0.656014,10.562010,10.934654,NC_014106,NC_014106 sample_7,Lactobacillus crispatus ST1
11008,-0.143237,6.122258,10.124226,NC_014106,NC_014106 sample_8,Lactobacillus crispatus ST1
11009,1.085864,11.756050,10.295903,NC_014106,NC_014106 sample_9,Lactobacillus crispatus ST1
11010,-0.845274,4.224055,8.792520,NC_014109,NC_014109 sample_0,Candidatus Riesia pediculicola USDA
11011,0.591694,0.038558,1.602842,NC_014109,NC_014109 sample_1,Candidatus Riesia pediculicola USDA
11012,0.178205,0.572748,2.619415,NC_014109,NC_014109 sample_2,Candidatus Riesia pediculicola USDA
11013,1.489149,11.085000,10.524866,NC_014109,NC_014109 sample_3,Candidatus Riesia pediculicola USDA
11014,-0.548202,2.242580,5.315096,NC_014109,NC_014109 sample_4,Candidatus Riesia pediculicola USDA
11015,-0.267100,1.673296,4.354261,NC_014109,NC_014109 sample_5,Candidatus Riesia pediculicola USDA
11016,-0.601208,1.987330,5.131504,NC_014109,NC_014109 sample_6,Candidatus Riesia pediculicola USDA
11017,0.877453,-1.290647,-0.825129,NC_014109,NC_014109 sample_7,Candidatus Riesia pediculicola USDA
11018,0.795676,-0.761050,0.101407,NC_014109,NC_014109 sample_8,Candidatus Riesia pediculicola USDA
11019,-0.423145,5.638412,9.625299,NC_014109,NC_014109 sample_9,Candidatus Riesia pediculicola USDA
11020,11.410838,4.699025,6.643689,NC_014117,NC_014117 sample_0,Burkholderia sp. CCGE1002 chromosome 1
11021,10.873851,2.250697,14.947557,NC_014117,NC_014117 sample_1,Burkholderia sp. CCGE1002 chromosome 1
11022,11.007299,7.605284,2.966270,NC_014117,NC_014117 sample_2,Burkholderia sp. CCGE1002 chromosome 1
11023,9.141052,9.690742,0.984263,NC_014117,NC_014117 sample_3,Burkholderia sp. CCGE1002 chromosome 1
11024,10.216706,2.401500,11.670555,NC_014117,NC_014117 sample_4,Burkholderia sp. CCGE1002 chromosome 1
11025,10.346931,2.587306,10.521694,NC_014117,NC_014117 sample_5,Burkholderia sp. CCGE1002 chromosome 1
11026,8.138620,10.709196,0.879876,NC_014117,NC_014117 sample_6,Burkholderia sp. CCGE1002 chromosome 1
11027,8.798473,10.173041,0.933740,NC_014117,NC_014117 sample_7,Burkholderia sp. CCGE1002 chromosome 1
11028,11.294659,7.376955,3.334210,NC_014117,NC_014117 sample_8,Burkholderia sp. CCGE1002 chromosome 1
11029,10.332698,2.311246,13.352984,NC_014117,NC_014117 sample_9,Burkholderia sp. CCGE1002 chromosome 1
11030,10.435994,2.267911,13.981288,NC_014118,NC_014118 sample_0,Burkholderia sp. CCGE1002 chromosome 2
11031,10.554176,8.386094,2.297646,NC_014118,NC_014118 sample_1,Burkholderia sp. CCGE1002 chromosome 2
11032,10.322021,2.560489,11.256561,NC_014118,NC_014118 sample_2,Burkholderia sp. CCGE1002 chromosome 2
11033,10.337107,2.588023,10.329494,NC_014118,NC_014118 sample_3,Burkholderia sp. CCGE1002 chromosome 2
11034,7.299200,11.271281,0.952460,NC_014118,NC_014118 sample_4,Burkholderia sp. CCGE1002 chromosome 2
11035,10.256061,2.443596,10.679779,NC_014118,NC_014118 sample_5,Burkholderia sp. CCGE1002 chromosome 2
11036,11.298347,4.572890,6.898895,NC_014118,NC_014118 sample_6,Burkholderia sp. CCGE1002 chromosome 2
11037,10.805935,3.288965,9.208433,NC_014118,NC_014118 sample_7,Burkholderia sp. CCGE1002 chromosome 2
11038,8.692208,10.296964,0.727995,NC_014118,NC_014118 sample_8,Burkholderia sp. CCGE1002 chromosome 2
11039,4.349359,13.467076,3.129818,NC_014118,NC_014118 sample_9,Burkholderia sp. CCGE1002 chromosome 2
11040,10.959830,3.667684,8.244802,NC_014119,NC_014119 sample_0,Burkholderia sp. CCGE1002 chromosome 3
11041,11.194315,3.713167,7.624236,NC_014119,NC_014119 sample_1,Burkholderia sp. CCGE1002 chromosome 3
11042,5.146859,13.253099,1.669094,NC_014119,NC_014119 sample_2,Burkholderia sp. CCGE1002 chromosome 3
11043,2.453112,14.159063,6.342374,NC_014119,NC_014119 sample_3,Burkholderia sp. CCGE1002 chromosome 3
11044,7.520944,11.160748,0.649246,NC_014119,NC_014119 sample_4,Burkholderia sp. CCGE1002 chromosome 3
11045,11.533205,7.264271,3.860160,NC_014119,NC_014119 sample_5,Burkholderia sp. CCGE1002 chromosome 3
11046,11.104520,3.824986,7.911805,NC_014119,NC_014119 sample_6,Burkholderia sp. CCGE1002 chromosome 3
11047,11.362798,4.111317,7.311676,NC_014119,NC_014119 sample_7,Burkholderia sp. CCGE1002 chromosome 3
11048,10.102629,2.205817,12.337246,NC_014119,NC_014119 sample_8,Burkholderia sp. CCGE1002 chromosome 3
11049,11.656796,6.567307,4.463139,NC_014119,NC_014119 sample_9,Burkholderia sp. CCGE1002 chromosome 3
11050,3.766712,14.015092,3.357515,NC_014121,NC_014121 sample_0,Enterobacter cloacae subsp. cloacae ATCC 13047
11051,11.509638,5.648465,5.372692,NC_014121,NC_014121 sample_1,Enterobacter cloacae subsp. cloacae ATCC 13047
11052,8.707392,10.262954,0.907760,NC_014121,NC_014121 sample_2,Enterobacter cloacae subsp. cloacae ATCC 13047
11053,9.143742,9.808978,0.783647,NC_014121,NC_014121 sample_3,Enterobacter cloacae subsp. cloacae ATCC 13047
11054,8.266033,10.188759,1.030613,NC_014121,NC_014121 sample_4,Enterobacter cloacae subsp. cloacae ATCC 13047
11055,7.609643,10.912652,0.655092,NC_014121,NC_014121 sample_5,Enterobacter cloacae subsp. cloacae ATCC 13047
11056,6.234599,12.085867,0.893272,NC_014121,NC_014121 sample_6,Enterobacter cloacae subsp. cloacae ATCC 13047
11057,3.005026,14.034297,4.709927,NC_014121,NC_014121 sample_7,Enterobacter cloacae subsp. cloacae ATCC 13047
11058,11.592278,6.539424,4.369861,NC_014121,NC_014121 sample_8,Enterobacter cloacae subsp. cloacae ATCC 13047
11059,11.165448,7.835395,3.064935,NC_014121,NC_014121 sample_9,Enterobacter cloacae subsp. cloacae ATCC 13047
11060,-0.401412,1.700150,4.607484,NC_014125,NC_014125 sample_0,Legionella pneumophila 2300/99 Alcoy
11061,-0.222602,1.219431,3.806309,NC_014125,NC_014125 sample_1,Legionella pneumophila 2300/99 Alcoy
11062,-0.436620,6.383694,9.948520,NC_014125,NC_014125 sample_2,Legionella pneumophila 2300/99 Alcoy
11063,2.748277,14.020932,6.131866,NC_014125,NC_014125 sample_3,Legionella pneumophila 2300/99 Alcoy
11064,2.365170,13.850005,6.867474,NC_014125,NC_014125 sample_4,Legionella pneumophila 2300/99 Alcoy
11065,-0.718902,5.121712,9.228683,NC_014125,NC_014125 sample_5,Legionella pneumophila 2300/99 Alcoy
11066,0.510337,8.143209,11.135345,NC_014125,NC_014125 sample_6,Legionella pneumophila 2300/99 Alcoy
11067,4.311131,13.555587,2.780873,NC_014125,NC_014125 sample_7,Legionella pneumophila 2300/99 Alcoy
11068,0.940503,10.973314,10.492571,NC_014125,NC_014125 sample_8,Legionella pneumophila 2300/99 Alcoy
11069,-0.645344,5.574736,9.796819,NC_014125,NC_014125 sample_9,Legionella pneumophila 2300/99 Alcoy
11070,-0.683719,3.922823,8.412552,NC_014136,NC_014136 sample_0,Leuconostoc kimchii IMSNU 11154
11071,2.320411,13.270185,7.882685,NC_014136,NC_014136 sample_1,Leuconostoc kimchii IMSNU 11154
11072,1.306008,12.062978,9.641616,NC_014136,NC_014136 sample_2,Leuconostoc kimchii IMSNU 11154
11073,0.644907,9.133112,11.216144,NC_014136,NC_014136 sample_3,Leuconostoc kimchii IMSNU 11154
11074,0.842853,11.193230,10.298838,NC_014136,NC_014136 sample_4,Leuconostoc kimchii IMSNU 11154
11075,4.000070,14.070027,3.541639,NC_014136,NC_014136 sample_5,Leuconostoc kimchii IMSNU 11154
11076,1.550480,12.497884,9.465112,NC_014136,NC_014136 sample_6,Leuconostoc kimchii IMSNU 11154
11077,1.996517,12.477148,9.527072,NC_014136,NC_014136 sample_7,Leuconostoc kimchii IMSNU 11154
11078,1.927262,12.330913,9.430238,NC_014136,NC_014136 sample_8,Leuconostoc kimchii IMSNU 11154
11079,2.013689,13.547694,7.860722,NC_014136,NC_014136 sample_9,Leuconostoc kimchii IMSNU 11154
11080,10.286060,8.403047,1.953383,NC_014145,NC_014145 sample_0,Thiomonas sp. 3As
11081,10.707170,3.257305,9.976838,NC_014145,NC_014145 sample_1,Thiomonas sp. 3As
11082,11.384834,6.918627,3.900339,NC_014145,NC_014145 sample_2,Thiomonas sp. 3As
11083,8.175918,10.675928,0.975154,NC_014145,NC_014145 sample_3,Thiomonas sp. 3As
11084,11.501466,5.034370,6.051839,NC_014145,NC_014145 sample_4,Thiomonas sp. 3As
11085,11.468455,5.179287,6.020036,NC_014145,NC_014145 sample_5,Thiomonas sp. 3As
11086,10.834717,3.617273,8.976355,NC_014145,NC_014145 sample_6,Thiomonas sp. 3As
11087,11.356075,3.996077,7.153160,NC_014145,NC_014145 sample_7,Thiomonas sp. 3As
11088,10.987338,7.154531,3.229823,NC_014145,NC_014145 sample_8,Thiomonas sp. 3As
11089,10.463591,2.762913,10.893968,NC_014145,NC_014145 sample_9,Thiomonas sp. 3As
11090,-0.173048,6.335308,10.292328,NC_014147,NC_014147 sample_0,Moraxella catarrhalis RH4
11091,2.113149,12.577940,9.253371,NC_014147,NC_014147 sample_1,Moraxella catarrhalis RH4
11092,2.561767,14.107978,5.856807,NC_014147,NC_014147 sample_2,Moraxella catarrhalis RH4
11093,1.064262,11.327142,10.493994,NC_014147,NC_014147 sample_3,Moraxella catarrhalis RH4
11094,0.443659,8.380666,10.860629,NC_014147,NC_014147 sample_4,Moraxella catarrhalis RH4
11095,2.696648,13.963182,6.981318,NC_014147,NC_014147 sample_5,Moraxella catarrhalis RH4
11096,0.766544,10.233157,10.964638,NC_014147,NC_014147 sample_6,Moraxella catarrhalis RH4
11097,6.046627,12.509269,1.135832,NC_014147,NC_014147 sample_7,Moraxella catarrhalis RH4
11098,2.911427,13.850109,6.308555,NC_014147,NC_014147 sample_8,Moraxella catarrhalis RH4
11099,0.265835,8.562273,10.996319,NC_014147,NC_014147 sample_9,Moraxella catarrhalis RH4
11100,6.161824,12.140821,0.711608,NC_014148,NC_014148 sample_0,Planctomyces limnophilus DSM 3776
11101,4.045376,13.648296,2.765017,NC_014148,NC_014148 sample_1,Planctomyces limnophilus DSM 3776
11102,7.014453,11.843444,0.615646,NC_014148,NC_014148 sample_2,Planctomyces limnophilus DSM 3776
